feature_mode,dimensions,case_id,group,prompt,expected_id,selected_id,ranked_first_id,correct,ranked_correct,abstained,input_rejected,top_score,expected_score,answer,error
raw_bytes,256,q16,known,In welche Anteile zerlegt eine Fourierreihe periodische Funktionen?,f16,f16,f16,True,True,False,False,0.7064440509224676,0.7064440509224676,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,256,q17,known,Wie entsteht Interferenz zwischen Wellen?,f17,f27,f27,False,False,False,False,0.6933833000535896,0.3829533882022938,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,q18,known,Wie berechnet man die Wellenlänge aus Frequenz und Geschwindigkeit?,f18,f04,f04,False,False,False,False,0.6481677100835328,0.4315722897830527,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,256,q19,known,Was berechnet der FFT-Algorithmus?,f19,f31,f31,False,False,False,False,0.7860642688011955,0.4503967408911317,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,256,q20,known,Wie kodiert UTF-8 Unicode-Zeichen?,f20,f01,f01,False,False,False,False,0.6974843101634769,0.5064379712422273,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,256,q21,known,Sind Python-Listen veränderbar und geordnet?,f21,f13,f13,False,False,False,False,0.5816285198100507,0.4244900537814197,Wale gehören zu den Säugetieren und atmen Luft.,
raw_bytes,256,q22,known,Was bedeutet aufsteigende Sortierung bei Zahlen?,f22,f25,f25,False,False,False,False,0.7144428736621242,0.592437474355953,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,256,q23,known,Wie hilft eine kryptografische Prüfsumme bei Veränderungen der Daten?,f23,f16,f16,False,False,False,False,0.5503718145134593,0.313889563842117,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,256,q24,known,Was speichert ein Kondensator?,f24,f31,f31,False,False,False,False,0.7200371660698908,0.3987572930704622,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,256,q25,known,Welche Einheit hat der elektrische Widerstand?,f25,f32,f32,False,False,False,False,0.6426004909788687,0.6412172209986889,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,q26,known,In welcher Einheit misst man elektrische Stromstärke?,f26,f27,f27,False,False,False,False,0.5819529904327669,0.4505300221507273,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,q27,known,Welche Einheit verwendet man für elektrische Spannung?,f27,f05,f05,False,False,False,False,0.5807781599387762,0.5526613093390812,Reines Wasser siedet bei Normaldruck bei hundert Grad Celsius.,
raw_bytes,256,q28,known,Was schwingt im Inneren einer Flöte?,f28,p07,p07,False,False,False,False,0.7044116362956832,0.37580078186772053,Maler gestalten farbige Bilder.,
raw_bytes,256,q29,known,Wie erzeugen gestrichene Saiten einer Geige Schall?,f29,f27,f27,False,False,False,False,0.7134961629449341,0.525933494864144,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,q30,known,Welche Größe misst man in Kilogramm?,f30,f14,f14,False,False,False,False,0.5470761613332148,0.47591880623642085,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,256,q31,known,Welche Größe wird in Meter angegeben?,f31,f04,f04,False,False,False,False,0.4996742615481501,0.40325284959072927,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,256,q32,known,Welche Größe hat die SI-Einheit Sekunde?,f32,f14,f14,False,False,False,False,0.5516593734005333,0.42926865670068565,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,256,n01,null,Wer gewann gestern die Wahl in Atlantis?,,f32,f32,False,False,False,False,0.781283648741079,,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,n02,null,Was ist mein persönliches Bankpasswort?,,f01,f01,False,False,False,False,0.605280690497626,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,256,n03,null,Nenne das geheime Rezept der Firma Wolkentrank.,,f27,f27,False,False,False,False,0.6628738758114147,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,n04,null,Wie heißt die Hauptstadt Brasiliens?,,f01,f01,False,False,False,False,0.7477115864956297,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,256,n05,null,Welche Spannung benötigt das Gerät ZXQ-987?,,f27,f27,False,False,False,False,0.5174798884914847,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,n06,null,Welcher Oktopus lebt in meinem Aquarium?,,p07,p07,False,False,False,False,0.7604366321701304,,Maler gestalten farbige Bilder.,
raw_bytes,256,n07,null,Wie viel kostet morgen ein Kilogramm Gold?,,f01,f01,False,False,False,False,0.714038236063087,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,256,n08,null,,,,f01,True,False,True,True,0.0,,,Prompt must contain text
raw_bytes,256,n09,null,zxqv jjjzz 983742095,,p06,p06,False,False,False,False,0.5371957324601031,,Kraftstoff versorgt Verbrennungsmotoren.,
raw_bytes,256,n10,null,Erfinde ein bislang unbekanntes mathematisches Theorem mit Beweis.,,f20,f20,False,False,False,False,0.6392788429137533,,UTF-8 kodiert Unicode-Zeichen als Folgen von einem bis vier Bytes.,
raw_bytes,256,s01,semantic_no_overlap,Welches Haustier sollte täglich spazieren gehen?,p01,f27,f27,False,False,False,False,0.562645405429718,0.4221608501885044,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,s02,semantic_no_overlap,Wer diagnostiziert Leiden bei Patienten?,p02,f32,f32,False,False,False,False,0.7174667185470787,0.533566855045432,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,s03,semantic_no_overlap,Welche Berufsgruppe steuert Wasserfahrzeuge?,p03,f14,f14,False,False,False,False,0.6335811467169743,0.26173706956613985,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,256,s04,semantic_no_overlap,Womit hält man sich an frostigen Tagen warm?,p04,f32,f32,False,False,False,False,0.6998074208557241,0.4505752166893175,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,s05,semantic_no_overlap,Was hilft dem Organismus beim nächtlichen Regenerieren?,p05,f30,f30,False,False,False,False,0.6294854765725556,0.24282598966273555,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,256,s06,semantic_no_overlap,Was tankt ein benzinbetriebenes Auto?,p06,p02,p02,False,False,False,False,0.7482935022923081,0.5176333972928364,Mediziner untersuchen erkrankte Personen.,
raw_bytes,256,s07,semantic_no_overlap,Welche Künstler erschaffen Gemälde?,p07,p05,p05,False,False,False,False,0.5898438714150059,0.4843829324103435,Schlaf fördert körperliche Erholung.,
raw_bytes,256,s08,semantic_no_overlap,Wer löscht lodernde Flammen?,p08,f11,f11,False,False,False,False,0.646598517962509,0.21848858659266102,Ein Oktopus besitzt acht Arme.,
raw_bytes,1024,q01,known,Wie heißt die Hauptstadt Frankreichs?,f01,f01,f01,True,True,False,False,0.6772473887093029,0.6772473887093029,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,q02,known,Welche Hauptstadt hat Japan?,f02,f12,f12,False,False,False,False,0.7944607627712883,0.4884552964421958,Spinnen besitzen acht Beine.,
raw_bytes,1024,q03,known,Welche Stadt ist Italiens Hauptstadt?,f03,f12,f12,False,False,False,False,0.6391413877366054,0.4652025239312587,Spinnen besitzen acht Beine.,
raw_bytes,1024,q04,known,Bei welcher Temperatur gefriert reines Wasser bei Normaldruck?,f04,f25,f25,False,False,False,False,0.6534041036891732,0.6332199571029015,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,1024,q05,known,Bei wie viel Grad siedet Wasser unter Normaldruck?,f05,f30,f30,False,False,False,False,0.7029199269888777,0.5901242234378513,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,1024,q06,known,Wie lange benötigt die Erde für einen Umlauf um die Sonne?,f06,f29,f29,False,False,False,False,0.5207725012939537,0.5093336842106829,Bei einer Geige regen gestrichene Saiten den schallabstrahlenden Korpus an.,
raw_bytes,1024,q07,known,Wie viele Tage dauert ein Umlauf des Mondes relativ zu Sternen?,f07,f07,f07,True,True,False,False,0.6841307309081722,0.6841307309081722,"Ein Umlauf des Mondes relativ zu den Sternen dauert ungefähr 27,3 Tage.",
raw_bytes,1024,q08,known,Was geschieht bei der Photosynthese von Pflanzen?,f08,f30,f30,False,False,False,False,0.732487365978198,0.5220338397087865,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,1024,q09,known,Welche Funktion erfüllen Mitochondrien in Zellen?,f09,f25,f25,False,False,False,False,0.5987012427391017,0.2975951326052356,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,1024,q10,known,Welche Rolle spielen Bienen für die Bestäubung?,f10,f10,f10,True,True,False,False,0.5987225555350126,0.5987225555350126,Bienen unterstützen die Bestäubung zahlreicher Blütenpflanzen.,
raw_bytes,1024,q11,known,Wie viele Arme besitzt ein Oktopus?,f11,f01,f01,False,False,False,False,0.7254464527882298,0.5012382212078768,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,q12,known,Wie viele Beine besitzen Spinnen?,f12,f27,f27,False,False,False,False,0.7281732682387303,0.4999331960981063,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q13,known,Sind Wale Säugetiere?,f13,f31,f31,False,False,False,False,0.5343728673162493,0.23665462597237003,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,1024,q14,known,Leitet Kupfer elektrischen Strom?,f14,f14,f14,True,True,False,False,0.8353302203940766,0.8353302203940766,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,q15,known,Warum kann Fensterglas unter Belastung brechen?,f15,f27,f27,False,False,False,False,0.6054742388089559,0.41762353528750035,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q16,known,In welche Anteile zerlegt eine Fourierreihe periodische Funktionen?,f16,f16,f16,True,True,False,False,0.7064440509224682,0.7064440509224682,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,1024,q17,known,Wie entsteht Interferenz zwischen Wellen?,f17,f27,f27,False,False,False,False,0.6933833000535883,0.38295338820229385,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q18,known,Wie berechnet man die Wellenlänge aus Frequenz und Geschwindigkeit?,f18,f04,f04,False,False,False,False,0.6481677100835325,0.4315722897830532,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,1024,q19,known,Was berechnet der FFT-Algorithmus?,f19,f31,f31,False,False,False,False,0.7860642688011962,0.4503967408911319,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,1024,q20,known,Wie kodiert UTF-8 Unicode-Zeichen?,f20,f01,f01,False,False,False,False,0.6974843101634766,0.506437971242227,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,q21,known,Sind Python-Listen veränderbar und geordnet?,f21,f13,f13,False,False,False,False,0.581628519810051,0.42449005378142024,Wale gehören zu den Säugetieren und atmen Luft.,
raw_bytes,1024,q22,known,Was bedeutet aufsteigende Sortierung bei Zahlen?,f22,f25,f25,False,False,False,False,0.7144428736621237,0.5924374743559511,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,1024,q23,known,Wie hilft eine kryptografische Prüfsumme bei Veränderungen der Daten?,f23,f16,f16,False,False,False,False,0.5503718145134594,0.31388956384211747,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,1024,q24,known,Was speichert ein Kondensator?,f24,f31,f31,False,False,False,False,0.7200371660698915,0.39875729307046215,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,1024,q25,known,Welche Einheit hat der elektrische Widerstand?,f25,f32,f32,False,False,False,False,0.6426004909788684,0.6412172209986905,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,q26,known,In welcher Einheit misst man elektrische Stromstärke?,f26,f27,f27,False,False,False,False,0.5819529904327672,0.4505300221507271,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q27,known,Welche Einheit verwendet man für elektrische Spannung?,f27,f05,f05,False,False,False,False,0.580778159938777,0.5526613093390812,Reines Wasser siedet bei Normaldruck bei hundert Grad Celsius.,
raw_bytes,1024,q28,known,Was schwingt im Inneren einer Flöte?,f28,p07,p07,False,False,False,False,0.7044116362956842,0.3758007818677204,Maler gestalten farbige Bilder.,
raw_bytes,1024,q29,known,Wie erzeugen gestrichene Saiten einer Geige Schall?,f29,f27,f27,False,False,False,False,0.7134961629449345,0.525933494864144,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q30,known,Welche Größe misst man in Kilogramm?,f30,f14,f14,False,False,False,False,0.5470761613332163,0.47591880623641997,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,q31,known,Welche Größe wird in Meter angegeben?,f31,f04,f04,False,False,False,False,0.4996742615481494,0.40325284959072905,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,1024,q32,known,Welche Größe hat die SI-Einheit Sekunde?,f32,f14,f14,False,False,False,False,0.5516593734005343,0.42926865670068604,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,n01,null,Wer gewann gestern die Wahl in Atlantis?,,f32,f32,False,False,False,False,0.7812836487410793,,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,n02,null,Was ist mein persönliches Bankpasswort?,,f01,f01,False,False,False,False,0.6052806904976273,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,n03,null,Nenne das geheime Rezept der Firma Wolkentrank.,,f27,f27,False,False,False,False,0.6628738758114143,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,n04,null,Wie heißt die Hauptstadt Brasiliens?,,f01,f01,False,False,False,False,0.7477115864956303,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,n05,null,Welche Spannung benötigt das Gerät ZXQ-987?,,f27,f27,False,False,False,False,0.5174798884914833,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,n06,null,Welcher Oktopus lebt in meinem Aquarium?,,p07,p07,False,False,False,False,0.7604366321701287,,Maler gestalten farbige Bilder.,
raw_bytes,1024,n07,null,Wie viel kostet morgen ein Kilogramm Gold?,,f01,f01,False,False,False,False,0.7140382360630879,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,n08,null,,,,f01,True,False,True,True,0.0,,,Prompt must contain text
raw_bytes,1024,n09,null,zxqv jjjzz 983742095,,p06,p06,False,False,False,False,0.5371957324601027,,Kraftstoff versorgt Verbrennungsmotoren.,
raw_bytes,1024,n10,null,Erfinde ein bislang unbekanntes mathematisches Theorem mit Beweis.,,f20,f20,False,False,False,False,0.639278842913755,,UTF-8 kodiert Unicode-Zeichen als Folgen von einem bis vier Bytes.,
raw_bytes,1024,s01,semantic_no_overlap,Welches Haustier sollte täglich spazieren gehen?,p01,f27,f27,False,False,False,False,0.5626454054297181,0.42216085018850447,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,s02,semantic_no_overlap,Wer diagnostiziert Leiden bei Patienten?,p02,f32,f32,False,False,False,False,0.7174667185470791,0.5335668550454326,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,s03,semantic_no_overlap,Welche Berufsgruppe steuert Wasserfahrzeuge?,p03,f14,f14,False,False,False,False,0.6335811467169732,0.2617370695661394,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,s04,semantic_no_overlap,Womit hält man sich an frostigen Tagen warm?,p04,f32,f32,False,False,False,False,0.699807420855723,0.4505752166893176,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,s05,semantic_no_overlap,Was hilft dem Organismus beim nächtlichen Regenerieren?,p05,f30,f30,False,False,False,False,0.6294854765725555,0.24282598966273536,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,1024,s06,semantic_no_overlap,Was tankt ein benzinbetriebenes Auto?,p06,p02,p02,False,False,False,False,0.7482935022923093,0.5176333972928364,Mediziner untersuchen erkrankte Personen.,
raw_bytes,1024,s07,semantic_no_overlap,Welche Künstler erschaffen Gemälde?,p07,p05,p05,False,False,False,False,0.5898438714150056,0.4843829324103431,Schlaf fördert körperliche Erholung.,
raw_bytes,1024,s08,semantic_no_overlap,Wer löscht lodernde Flammen?,p08,f11,f11,False,False,False,False,0.6465985179625093,0.2184885865926606,Ein Oktopus besitzt acht Arme.,
raw_bytes,4096,q01,known,Wie heißt die Hauptstadt Frankreichs?,f01,f01,f01,True,True,False,False,0.6772473887093035,0.6772473887093035,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,q02,known,Welche Hauptstadt hat Japan?,f02,f12,f12,False,False,False,False,0.7944607627712899,0.4884552964421956,Spinnen besitzen acht Beine.,
raw_bytes,4096,q03,known,Welche Stadt ist Italiens Hauptstadt?,f03,f12,f12,False,False,False,False,0.6391413877366069,0.46520252393125794,Spinnen besitzen acht Beine.,
raw_bytes,4096,q04,known,Bei welcher Temperatur gefriert reines Wasser bei Normaldruck?,f04,f25,f25,False,False,False,False,0.6534041036891735,0.6332199571028996,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,4096,q05,known,Bei wie viel Grad siedet Wasser unter Normaldruck?,f05,f30,f30,False,False,False,False,0.7029199269888785,0.5901242234378496,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,4096,q06,known,Wie lange benötigt die Erde für einen Umlauf um die Sonne?,f06,f29,f29,False,False,False,False,0.5207725012939524,0.5093336842106843,Bei einer Geige regen gestrichene Saiten den schallabstrahlenden Korpus an.,
raw_bytes,4096,q07,known,Wie viele Tage dauert ein Umlauf des Mondes relativ zu Sternen?,f07,f07,f07,True,True,False,False,0.6841307309081727,0.6841307309081727,"Ein Umlauf des Mondes relativ zu den Sternen dauert ungefähr 27,3 Tage.",
raw_bytes,4096,q08,known,Was geschieht bei der Photosynthese von Pflanzen?,f08,f30,f30,False,False,False,False,0.732487365978199,0.522033839708786,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,4096,q09,known,Welche Funktion erfüllen Mitochondrien in Zellen?,f09,f25,f25,False,False,False,False,0.5987012427391013,0.2975951326052352,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,4096,q10,known,Welche Rolle spielen Bienen für die Bestäubung?,f10,f10,f10,True,True,False,False,0.598722555535013,0.598722555535013,Bienen unterstützen die Bestäubung zahlreicher Blütenpflanzen.,
raw_bytes,4096,q11,known,Wie viele Arme besitzt ein Oktopus?,f11,f01,f01,False,False,False,False,0.7254464527882297,0.5012382212078776,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,q12,known,Wie viele Beine besitzen Spinnen?,f12,f27,f27,False,False,False,False,0.7281732682387322,0.4999331960981043,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q13,known,Sind Wale Säugetiere?,f13,f31,f31,False,False,False,False,0.5343728673162492,0.23665462597236936,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,4096,q14,known,Leitet Kupfer elektrischen Strom?,f14,f14,f14,True,True,False,False,0.8353302203940776,0.8353302203940776,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,4096,q15,known,Warum kann Fensterglas unter Belastung brechen?,f15,f27,f27,False,False,False,False,0.6054742388089553,0.4176235352875,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q16,known,In welche Anteile zerlegt eine Fourierreihe periodische Funktionen?,f16,f16,f16,True,True,False,False,0.706444050922468,0.706444050922468,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,4096,q17,known,Wie entsteht Interferenz zwischen Wellen?,f17,f27,f27,False,False,False,False,0.6933833000535863,0.3829533882022946,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q18,known,Wie berechnet man die Wellenlänge aus Frequenz und Geschwindigkeit?,f18,f04,f04,False,False,False,False,0.6481677100835311,0.431572289783052,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,4096,q19,known,Was berechnet der FFT-Algorithmus?,f19,f31,f31,False,False,False,False,0.7860642688011957,0.4503967408911327,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,4096,q20,known,Wie kodiert UTF-8 Unicode-Zeichen?,f20,f01,f01,False,False,False,False,0.6974843101634799,0.5064379712422289,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,q21,known,Sind Python-Listen veränderbar und geordnet?,f21,f13,f13,False,False,False,False,0.5816285198100515,0.42449005378141935,Wale gehören zu den Säugetieren und atmen Luft.,
raw_bytes,4096,q22,known,Was bedeutet aufsteigende Sortierung bei Zahlen?,f22,f25,f25,False,False,False,False,0.7144428736621272,0.5924374743559497,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,4096,q23,known,Wie hilft eine kryptografische Prüfsumme bei Veränderungen der Daten?,f23,f16,f16,False,False,False,False,0.55037181451346,0.3138895638421171,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,4096,q24,known,Was speichert ein Kondensator?,f24,f31,f31,False,False,False,False,0.7200371660698889,0.39875729307046265,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,4096,q25,known,Welche Einheit hat der elektrische Widerstand?,f25,f32,f32,False,False,False,False,0.6426004909788706,0.6412172209986872,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,4096,q26,known,In welcher Einheit misst man elektrische Stromstärke?,f26,f27,f27,False,False,False,False,0.5819529904327672,0.4505300221507269,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q27,known,Welche Einheit verwendet man für elektrische Spannung?,f27,f05,f05,False,False,False,False,0.5807781599387769,0.5526613093390793,Reines Wasser siedet bei Normaldruck bei hundert Grad Celsius.,
raw_bytes,4096,q28,known,Was schwingt im Inneren einer Flöte?,f28,p07,p07,False,False,False,False,0.7044116362956837,0.3758007818677213,Maler gestalten farbige Bilder.,
raw_bytes,4096,q29,known,Wie erzeugen gestrichene Saiten einer Geige Schall?,f29,f27,f27,False,False,False,False,0.7134961629449315,0.5259334948641403,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q30,known,Welche Größe misst man in Kilogramm?,f30,f14,f14,False,False,False,False,0.547076161333217,0.47591880623641936,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,4096,q31,known,Welche Größe wird in Meter angegeben?,f31,f04,f04,False,False,False,False,0.49967426154814754,0.40325284959072816,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,4096,q32,known,Welche Größe hat die SI-Einheit Sekunde?,f32,f14,f14,False,False,False,False,0.5516593734005334,0.42926865670068587,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,4096,n01,null,Wer gewann gestern die Wahl in Atlantis?,,f32,f32,False,False,False,False,0.7812836487410783,,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,4096,n02,null,Was ist mein persönliches Bankpasswort?,,f01,f01,False,False,False,False,0.6052806904976258,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,n03,null,Nenne das geheime Rezept der Firma Wolkentrank.,,f27,f27,False,False,False,False,0.6628738758114148,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,n04,null,Wie heißt die Hauptstadt Brasiliens?,,f01,f01,False,False,False,False,0.7477115864956282,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,n05,null,Welche Spannung benötigt das Gerät ZXQ-987?,,f27,f27,False,False,False,False,0.5174798884914861,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,n06,null,Welcher Oktopus lebt in meinem Aquarium?,,p07,p07,False,False,False,False,0.760436632170131,,Maler gestalten farbige Bilder.,
raw_bytes,4096,n07,null,Wie viel kostet morgen ein Kilogramm Gold?,,f01,f01,False,False,False,False,0.7140382360630871,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,n08,null,,,,f01,True,False,True,True,0.0,,,Prompt must contain text
raw_bytes,4096,n09,null,zxqv jjjzz 983742095,,p06,p06,False,False,False,False,0.537195732460104,,Kraftstoff versorgt Verbrennungsmotoren.,
raw_bytes,4096,n10,null,Erfinde ein bislang unbekanntes mathematisches Theorem mit Beweis.,,f20,f20,False,False,False,False,0.6392788429137539,,UTF-8 kodiert Unicode-Zeichen als Folgen von einem bis vier Bytes.,
raw_bytes,4096,s01,semantic_no_overlap,Welches Haustier sollte täglich spazieren gehen?,p01,f27,f27,False,False,False,False,0.5626454054297195,0.42216085018850286,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,s02,semantic_no_overlap,Wer diagnostiziert Leiden bei Patienten?,p02,f32,f32,False,False,False,False,0.7174667185470822,0.5335668550454324,Die Sekunde ist die SI-Einheit der Zeit.,
