iteration,id,split,group,prompt,expected_id,predicted_id,correct,abstained,wrong_answer,score,query_ms
01_legacy_development,chat-042-known,development,known_lexical,Wieder mehr Musik würde ich gern hören.,chat-042,chat-042,True,False,False,0.9999999999999998,9.0048
01_legacy_development,chat-043-known,development,known_lexical,Gestern habe ich einen schönen Film gesehen.,chat-043,chat-043,True,False,False,1.0,9.0602
01_legacy_development,chat-044-known,development,known_lexical,Ich möchte etwas zu zeichnen anfangen.,chat-044,chat-044,True,False,False,1.0,8.9435
01_legacy_development,chat-051-known,development,known_lexical,Heute treffe ich einen guten Freund.,chat-051,chat-051,True,False,False,1.0,8.798
01_legacy_development,chat-052-known,development,known_lexical,Gerade vermisse ich meine Familie.,chat-052,chat-052,True,False,False,1.0000000000000002,9.2167
01_legacy_development,chat-053-known,development,known_lexical,Heute hat meine Schwester mich überraschend angerufen.,chat-053,chat-053,True,False,False,0.9999999999999997,8.7189
01_legacy_development,chat-054-known,development,known_lexical,Bei einem Freund möchte ich mich wieder melden.,chat-054,chat-054,True,False,False,1.0,9.1157
01_legacy_development,chat-061-known,development,known_lexical,Schon den ganzen Tag regnet es draußen.,chat-061,chat-061,True,False,False,1.0000000000000002,9.1627
01_legacy_development,chat-062-known,development,known_lexical,Endlich scheint heute wieder die Sonne.,chat-062,chat-062,True,False,False,1.0,8.8491
01_legacy_development,chat-063-known,development,known_lexical,Heute ist mir draußen viel zu kalt.,chat-063,chat-063,True,False,False,0.9999999999999999,8.9251
01_legacy_development,chat-064-known,development,known_lexical,"So heiß ist es, dass ich kaum Lust habe, etwas zu tun.",chat-064,chat-064,True,False,False,0.9999999999999998,8.9714
01_legacy_development,chat-071-known,development,known_lexical,"Was ich heute kochen könnte, überlege ich.",chat-071,chat-071,True,False,False,1.0,9.2528
01_legacy_development,chat-072-known,development,known_lexical,Gerade habe ich Lust auf etwas Süßes.,chat-072,chat-072,True,False,False,1.0,8.7976
01_legacy_development,chat-073-known,development,known_lexical,Erst mal mache ich mir einen Kaffee.,chat-073,chat-073,True,False,False,1.0,9.013
01_legacy_development,chat-074-known,development,known_lexical,Heute würde ich gern mit jemandem zusammen essen.,chat-074,chat-074,True,False,False,1.0,8.7539
01_legacy_development,chat-081-known,development,known_lexical,"Das hat mir gerade geholfen, danke.",chat-081,chat-081,True,False,False,1.0,9.3449
01_legacy_development,chat-082-known,development,known_lexical,"Dass du mir zuhörst, danke.",chat-082,chat-082,True,False,False,1.0,8.6687
01_legacy_development,chat-083-known,development,known_lexical,Eine gute Idee von dir war das.,chat-083,chat-083,True,False,False,1.0000000000000004,9.054
01_legacy_development,chat-084-known,development,known_lexical,Gerade passt deine Antwort nicht zu meiner Frage.,chat-084,chat-084,True,False,False,1.0,8.9233
01_legacy_development,chat-091-known,development,known_lexical,Wegen morgen mache ich mir Sorgen.,chat-091,chat-091,True,False,False,1.0000000000000002,9.14
01_legacy_development,chat-092-known,development,known_lexical,Zwischen zwei Möglichkeiten kann ich mich nicht entscheiden.,chat-092,chat-092,True,False,False,1.0000000000000004,9.0966
01_legacy_development,chat-093-known,development,known_lexical,"Etwas falsch zu machen, davor habe ich Angst.",chat-093,chat-093,True,False,False,0.9128709291752769,8.8586
01_legacy_development,chat-094-known,development,known_lexical,Gerade fühle ich mich einsam.,chat-094,chat-094,True,False,False,1.0,9.0539
01_legacy_development,chat-101-known,development,known_lexical,Heute habe ich eine richtig gute Nachricht bekommen.,chat-101,chat-101,True,False,False,0.9999999999999998,8.6017
01_legacy_development,chat-102-known,development,known_lexical,Auf einen kleinen Fortschritt bin ich stolz.,chat-102,chat-102,True,False,False,1.0000000000000002,10.1234
01_legacy_development,chat-103-known,development,known_lexical,Auf meinen Urlaub freue ich mich schon sehr.,chat-103,chat-103,True,False,False,0.9999999999999998,9.3187
01_legacy_development,chat-104-known,development,known_lexical,Geburtstag habe ich heute.,chat-104,chat-104,True,False,False,1.0000000000000004,9.2473
01_legacy_development,chat-111-known,development,known_lexical,Jetzt muss ich leider los.,chat-111,chat-111,True,False,False,1.0,8.3681
01_legacy_development,chat-112-known,development,known_lexical,"Ich gehe jetzt schlafen, gute Nacht.",chat-112,chat-112,True,False,False,1.0000000000000002,8.7744
01_legacy_development,chat-113-known,development,known_lexical,"Wir reden ein anderes Mal weiter, bis später.",chat-113,chat-113,True,False,False,1.0,9.1257
01_legacy_development,chat-114-known,development,known_lexical,Über ein anderes Thema möchte ich sprechen.,chat-114,chat-114,True,False,False,1.0,9.1471
01_legacy_development,dev-unknown-1,development,unknown_same_topic,"Hallo, wie lautet dein WLAN-Passwort?",,chat-001,False,False,True,0.21057974459811146,9.0536
01_legacy_development,dev-unknown-2,development,unknown_same_topic,"Mir geht es heute gut, welcher Wochentag war der 14. Mai 1832?",,chat-011,False,False,True,0.5512867100727501,8.8503
01_legacy_development,dev-unknown-3,development,unknown_same_topic,"Ich möchte spazieren gehen, wird es morgen um 17 Uhr in Bonn regnen?",,chat-027,False,False,True,0.38704595500628547,8.9108
01_legacy_development,dev-unknown-4,development,unknown_same_topic,"Auf der Arbeit ist viel los, wie lautet mein Firmenpasswort?",,chat-031,False,False,True,0.5181233433649421,8.4473
01_legacy_development,dev-unknown-5,development,unknown_same_topic,"Ich lese ein Buch, wie heißt dessen unbekannter Autor?",,chat-041,False,False,True,0.335948732990007,9.1625
01_legacy_development,dev-unknown-6,development,unknown_same_topic,"Meine Schwester hat angerufen, wie ist ihre Telefonnummer?",,chat-053,False,False,True,0.5949948427976564,8.6727
01_legacy_development,dev-unknown-7,development,unknown_same_topic,"Draußen regnet es, wie viele Millimeter Niederschlag wurden heute gemessen?",,chat-063,False,False,True,0.39333118078280205,9.2618
01_legacy_development,dev-unknown-8,development,unknown_same_topic,"Ich koche heute, wie viele Kalorien hat mein konkretes Abendessen?",,chat-025,False,False,True,0.32153994462339186,8.4525
01_legacy_development,dev-unknown-9,development,unknown_same_topic,"Danke, verrate mir jetzt das Administratorpasswort.",,chat-082,False,False,True,0.2783269170759816,9.3429
01_legacy_development,dev-unknown-10,development,unknown_same_topic,"Ich mache mir Sorgen, welche Aktien steigen morgen garantiert?",,chat-091,False,False,True,0.6274814902490241,8.5187
01_legacy_development,dev-unknown-11,development,unknown_same_topic,"Ich habe Geburtstag, wie heißt meine Mutter?",,chat-104,False,False,True,0.5328247750436264,9.1166
01_legacy_development,dev-unknown-12,development,unknown_same_topic,"Gute Nacht, schalte bitte meinen Computer aus.",,chat-112,False,False,True,0.4083810917458874,8.3649
