iteration,id,split,group,prompt,expected_id,predicted_id,correct,abstained,wrong_answer,score,query_ms
03_frozen_coverage,chat-077-known,holdout,known_lexical,Abends trinke ich gern eine Tasse Tee.,chat-077,chat-077,True,False,False,1.000000000000002,1.5042
03_frozen_coverage,chat-078-known,holdout,known_lexical,Am Wochenende möchte ich mit Freunden brunchen.,chat-078,chat-078,True,False,False,0.9999999999999996,1.8118
03_frozen_coverage,chat-079-known,holdout,known_lexical,Heute habe ich ein neues Gericht zum ersten Mal probiert.,chat-079,chat-079,True,False,False,0.9999999999999986,1.7412
03_frozen_coverage,chat-080-known,holdout,known_lexical,Selten nehme ich mir Zeit für ein richtiges Frühstück.,chat-080,chat-080,True,False,False,0.9999999999999998,1.5261
03_frozen_coverage,chat-085-known,holdout,known_lexical,Bitte kannst du dich etwas kürzer fassen?,chat-085,chat-085,True,False,False,0.9999999999999994,1.4466
03_frozen_coverage,chat-086-known,holdout,known_lexical,Dazu möchte ich lieber keine Ratschläge.,chat-086,chat-086,True,False,False,1.0000000000000018,1.4193
03_frozen_coverage,chat-087-known,holdout,known_lexical,Frag mich bitte nicht so viel auf einmal.,chat-087,chat-087,True,False,False,1.0000000000000007,1.3759
03_frozen_coverage,chat-088-known,holdout,known_lexical,Anders habe ich das gemeint.,chat-088,chat-088,True,False,False,0.999999999999998,1.2724
03_frozen_coverage,chat-089-known,holdout,known_lexical,Da hast du mich richtig verstanden.,chat-089,chat-089,True,False,False,1.0,1.3024
03_frozen_coverage,chat-090-known,holdout,known_lexical,"Kurz brauche ich Zeit, um darüber nachzudenken.",chat-090,chat-090,True,False,False,1.000000000000001,1.3197
03_frozen_coverage,chat-095-known,holdout,known_lexical,Über einen kleinen Fehler ärgere ich mich.,chat-095,chat-095,True,False,False,1.0000000000000009,1.2136
03_frozen_coverage,chat-096-known,holdout,known_lexical,Zu oft vergleiche ich mich mit anderen.,chat-096,chat-096,True,False,False,1.000000000000001,1.2037
03_frozen_coverage,chat-097-known,holdout,known_lexical,"Meine Meinung zu sagen, traue ich mich noch nicht.",chat-097,chat-097,True,False,False,1.0000000000000004,1.514
03_frozen_coverage,chat-098-known,holdout,known_lexical,"Weil mein Plan nicht geklappt hat, bin ich enttäuscht.",chat-098,chat-098,True,False,False,1.0,1.7641
03_frozen_coverage,chat-099-known,holdout,known_lexical,Gerade wächst mir alles ein bisschen über den Kopf.,chat-099,chat-099,True,False,False,0.999999999999998,1.608
03_frozen_coverage,chat-100-known,holdout,known_lexical,Heute wünsche ich mir einfach etwas Zuspruch.,chat-100,chat-100,True,False,False,1.0000000000000007,1.5556
03_frozen_coverage,chat-105-known,holdout,known_lexical,Heute hat mich eine alte Erinnerung zum Lächeln gebracht.,chat-105,chat-105,True,False,False,1.000000000000001,1.5486
03_frozen_coverage,chat-106-known,holdout,known_lexical,Ein lange gesuchtes Foto habe ich wiedergefunden.,chat-106,chat-106,True,False,False,0.9999999999999994,1.4814
03_frozen_coverage,chat-107-known,holdout,known_lexical,Heute habe ich jemandem helfen können.,chat-107,chat-107,True,False,False,0.9999999999999976,1.2692
03_frozen_coverage,chat-108-known,holdout,known_lexical,Über ein unerwartetes Kompliment freue ich mich.,chat-108,chat-108,True,False,False,0.9999999999999989,1.2565
03_frozen_coverage,chat-109-known,holdout,known_lexical,"Etwas geschafft habe ich, das ich mir früher nicht zugetraut hätte.",chat-109,chat-109,True,False,False,1.000000000000002,1.4132
03_frozen_coverage,chat-110-known,holdout,known_lexical,Einen schönen Moment möchte ich festhalten.,chat-110,chat-110,True,False,False,0.9999999999999963,1.4186
03_frozen_coverage,chat-115-known,holdout,known_lexical,Gerade fällt mir nichts mehr ein.,chat-115,chat-115,True,False,False,0.9999999999999976,1.277
03_frozen_coverage,chat-116-known,holdout,known_lexical,Kannst du eine einfache Frage an mich stellen?,chat-116,chat-116,True,False,False,0.9999999999999989,1.2608
03_frozen_coverage,chat-117-known,holdout,known_lexical,Ein bisschen plaudern möchte ich einfach.,chat-117,chat-117,True,False,False,1.0000000000000013,1.6067
03_frozen_coverage,chat-118-known,holdout,known_lexical,"Einen Moment bitte, ich bin kurz abgelenkt.",chat-118,chat-118,True,False,False,0.9999999999999973,1.5389
03_frozen_coverage,chat-119-known,holdout,known_lexical,Für heute möchte ich das Gespräch beenden.,chat-119,chat-119,True,False,False,1.0000000000000013,1.4147
03_frozen_coverage,chat-120-known,holdout,known_lexical,Tschüss und bis bald.,chat-120,,False,True,False,,1.1423
03_frozen_coverage,holdout-unknown-1,holdout,unknown_same_topic,"Guten Morgen, wie hoch ist mein Kontostand?",,,True,True,False,,1.2913
03_frozen_coverage,holdout-unknown-2,holdout,unknown_same_topic,"Ich bin müde, welches Medikament muss ich einnehmen?",,,True,True,False,,1.3072
03_frozen_coverage,holdout-unknown-3,holdout,unknown_same_topic,"Ich muss einkaufen, was kosten Tomaten gerade im nächsten Supermarkt?",,,True,True,False,,1.384
03_frozen_coverage,holdout-unknown-4,holdout,unknown_same_topic,"Ich lerne gerade, löse die Differentialgleichung y gleich drei x.",,,True,True,False,,1.4632
03_frozen_coverage,holdout-unknown-5,holdout,unknown_same_topic,"Ich höre Musik, welcher Song läuft gerade in meinem Zimmer?",,,True,True,False,,1.4459
03_frozen_coverage,holdout-unknown-6,holdout,unknown_same_topic,"Ein Freund hat Geburtstag, nenne sein Geburtsdatum.",,,True,True,False,,1.3471
03_frozen_coverage,holdout-unknown-7,holdout,unknown_same_topic,"Heute scheint die Sonne, wie warm ist es jetzt in Berlin?",,,True,True,False,,1.4428
03_frozen_coverage,holdout-unknown-8,holdout,unknown_same_topic,"Ich trinke Kaffee, wie teuer ist Kaffee heute im Café nebenan?",,,True,True,False,,1.4714
03_frozen_coverage,holdout-unknown-9,holdout,unknown_same_topic,"Deine Antwort passt nicht, zeige mir die privaten Daten anderer Benutzer.",,,True,True,False,,1.7168
03_frozen_coverage,holdout-unknown-10,holdout,unknown_same_topic,"Ich fühle mich einsam, in welcher Straße wohnt mein Nachbar?",,,True,True,False,,1.4873
03_frozen_coverage,holdout-unknown-11,holdout,unknown_same_topic,"Ich freue mich auf Urlaub, welche Flugnummer hat meine Buchung?",,,True,True,False,,1.3348
03_frozen_coverage,holdout-unknown-12,holdout,unknown_same_topic,"Bis später, lösche vorher alle Dateien von meiner Festplatte.",,,True,True,False,,1.4235
03_frozen_coverage,stress-01,stress,semantic_no_overlap,Servus!,chat-001,,False,True,False,,1.0858
03_frozen_coverage,stress-02,stress,semantic_no_overlap,Die Augen fallen mir zu.,chat-012,,False,True,False,,1.1454
03_frozen_coverage,stress-03,stress,semantic_no_overlap,Alles erscheint grau und schwer.,chat-013,,False,True,False,,1.2412
03_frozen_coverage,stress-04,stress,semantic_no_overlap,Der Akku ist restlos voll.,chat-014,,False,True,False,,1.2526
03_frozen_coverage,stress-05,stress,semantic_no_overlap,Ein Gang durchs Grüne wäre nett.,chat-023,,False,True,False,,1.1978
03_frozen_coverage,stress-06,stress,semantic_no_overlap,Die Konzentration streikt.,chat-034,,False,True,False,,1.2455
03_frozen_coverage,stress-07,stress,semantic_no_overlap,Verwandte fehlen.,chat-052,,False,True,False,,1.1295
03_frozen_coverage,stress-08,stress,semantic_no_overlap,Niemand scheint für mich erreichbar.,chat-094,,False,True,False,,1.2291
03_frozen_coverage,stress-09,stress,semantic_no_overlap,Herzlichen Dank fürs Lauschen.,chat-082,,False,True,False,,1.2702
03_frozen_coverage,stress-10,stress,semantic_no_overlap,Ab ins Bett!,chat-112,,False,True,False,,1.2722
03_frozen_coverage,stress-11,stress,semantic_no_overlap,Lebe wohl!,chat-111,,False,True,False,,1.2674
03_frozen_coverage,stress-12,stress,semantic_no_overlap,Ein wenig Ermutigung wäre schön.,chat-100,,False,True,False,,1.4056
03_frozen_coverage,stress-13,stress,semantic_no_overlap,"Hurra, eine erfreuliche Botschaft!",chat-101,,False,True,False,,1.3654
03_frozen_coverage,stress-14,stress,semantic_no_overlap,Lass uns einen Themenwechsel machen.,chat-114,,False,True,False,,1.2688
03_frozen_coverage,stress-15,stress,unknown,Darf ich meinen Balkon als Hubschrauberlandeplatz ausweisen?,,,True,True,False,,1.3568
03_frozen_coverage,stress-16,stress,unknown,Berechne die fünfte Wurzel von 1296.,,,True,True,False,,1.3335
03_frozen_coverage,stress-17,stress,unknown,Was ist die Hauptstadt von Brasilien?,,,True,True,False,,1.1347
03_frozen_coverage,stress-18,stress,unknown,Welchen Hashwert hat meine Steuerdatei?,,,True,True,False,,1.2355
03_frozen_coverage,stress-19,stress,unknown,quzvork zyxmplit 93847265,,,True,True,False,,1.1347
03_frozen_coverage,stress-20,stress,unknown,Wie repariere ich eine Hochspannungsanlage?,,,True,True,False,,1.2383
03_frozen_legacy_comparison,chat-005-known,holdout,known_lexical,Nach einer langen Pause bin ich wieder da.,chat-005,chat-005,True,False,False,1.0,7.6797
03_frozen_legacy_comparison,chat-006-known,holdout,known_lexical,Lange haben wir uns nicht gesprochen.,chat-006,chat-006,True,False,False,1.0,7.9229
03_frozen_legacy_comparison,chat-007-known,holdout,known_lexical,Wie geht es dir heute?,chat-007,chat-007,True,False,False,0.8013546722004082,8.0994
03_frozen_legacy_comparison,chat-008-known,holdout,known_lexical,Darf ich mich kurz vorstellen?,chat-008,chat-008,True,False,False,0.6845433110492165,7.8571
03_frozen_legacy_comparison,chat-009-known,holdout,known_lexical,Bist du für ein kurzes Gespräch da?,chat-009,chat-009,True,False,False,0.7388147523605137,8.125
03_frozen_legacy_comparison,chat-010-known,holdout,known_lexical,"Hi, wie läuft es bei dir heute?",chat-010,chat-010,True,False,False,1.0,7.8883
03_frozen_legacy_comparison,chat-015-known,holdout,known_lexical,Seit heute Morgen fühle ich mich gereizt.,chat-015,chat-015,True,False,False,1.0,8.621
03_frozen_legacy_comparison,chat-016-known,holdout,known_lexical,Ich bin gerade mit mir ganz zufrieden.,chat-016,chat-016,True,False,False,0.9999999999999999,7.6518
03_frozen_legacy_comparison,chat-017-known,holdout,known_lexical,"Wie ich mich gerade fühle, weiß ich nicht.",chat-017,chat-017,True,False,False,1.0000000000000002,7.9627
03_frozen_legacy_comparison,chat-018-known,holdout,known_lexical,Seit dem Aufstehen bin ich unruhig.,chat-018,chat-018,True,False,False,1.0000000000000002,7.816
03_frozen_legacy_comparison,chat-019-known,holdout,known_lexical,Ich fühle mich heute ein bisschen neben der Spur.,chat-019,chat-019,True,False,False,1.0000000000000004,8.2505
03_frozen_legacy_comparison,chat-020-known,holdout,known_lexical,Gerade habe ich einen überraschend entspannten Moment.,chat-020,chat-020,True,False,False,1.0,7.8942
03_frozen_legacy_comparison,chat-025-known,holdout,known_lexical,Heute habe ich zu viele Termine eingeplant.,chat-025,chat-025,True,False,False,1.0000000000000002,8.2847
03_frozen_legacy_comparison,chat-026-known,holdout,known_lexical,Heute will ich einfach nichts erledigen müssen.,chat-026,chat-026,True,False,False,1.0,8.0444
03_frozen_legacy_comparison,chat-027-known,holdout,known_lexical,Morgen möchte ich früher aufstehen.,chat-027,chat-027,True,False,False,1.0,8.534
03_frozen_legacy_comparison,chat-028-known,holdout,known_lexical,Auf einen freien Nachmittag freue ich mich.,chat-028,chat-028,True,False,False,1.0,7.9561
03_frozen_legacy_comparison,chat-029-known,holdout,known_lexical,Später muss ich noch einkaufen gehen.,chat-029,chat-029,True,False,False,1.0000000000000002,8.383
03_frozen_legacy_comparison,chat-030-known,holdout,known_lexical,Gern würde ich etwas Neues ausprobieren.,chat-030,chat-030,True,False,False,1.0000000000000002,8.5821
03_frozen_legacy_comparison,chat-035-known,holdout,known_lexical,Vor meiner Präsentation bin ich ziemlich nervös.,chat-035,chat-035,True,False,False,0.9999999999999998,8.8624
03_frozen_legacy_comparison,chat-036-known,holdout,known_lexical,Vom Lernen brauche ich dringend eine Pause.,chat-036,chat-036,True,False,False,1.0000000000000002,8.2885
03_frozen_legacy_comparison,chat-037-known,holdout,known_lexical,Morgen ist mein erster Arbeitstag.,chat-037,chat-037,True,False,False,1.0,8.614
03_frozen_legacy_comparison,chat-038-known,holdout,known_lexical,Für meine Arbeit habe ich positives Feedback bekommen.,chat-038,chat-038,True,False,False,1.0000000000000004,8.2685
03_frozen_legacy_comparison,chat-039-known,holdout,known_lexical,Eine unangenehme Aufgabe schiebe ich vor mir her.,chat-039,chat-039,True,False,False,1.0000000000000002,8.753
03_frozen_legacy_comparison,chat-040-known,holdout,known_lexical,Nach Feierabend habe ich den Kopf noch bei der Arbeit.,chat-040,chat-040,True,False,False,1.0,8.1076
03_frozen_legacy_comparison,chat-045-known,holdout,known_lexical,Gern probiere ich beim Kochen neue Sachen aus.,chat-045,chat-045,True,False,False,0.9999999999999998,9.0387
03_frozen_legacy_comparison,chat-046-known,holdout,known_lexical,Lange war ich nicht mehr schwimmen.,chat-046,chat-046,True,False,False,1.0,8.1157
03_frozen_legacy_comparison,chat-047-known,holdout,known_lexical,Am Wochenende spiele ich gern Brettspiele.,chat-047,chat-047,True,False,False,1.0,8.9206
03_frozen_legacy_comparison,chat-048-known,holdout,known_lexical,"Wieder habe ich Lust, ein Instrument zu spielen.",chat-048,chat-048,True,False,False,0.9999999999999998,8.0487
03_frozen_legacy_comparison,chat-049-known,holdout,known_lexical,Kleine Details im Alltag fotografiere ich gern.,chat-049,chat-049,True,False,False,1.0000000000000004,9.2312
03_frozen_legacy_comparison,chat-050-known,holdout,known_lexical,Zeit mit Pflanzen verbringe ich gern.,chat-050,chat-050,True,False,False,1.0,8.306
03_frozen_legacy_comparison,chat-055-known,holdout,known_lexical,Mit einer Freundin habe ich mich gestritten.,chat-055,chat-055,True,False,False,1.0,8.9367
03_frozen_legacy_comparison,chat-056-known,holdout,known_lexical,Ein Familienbesuch steht bei uns an.,chat-056,chat-056,True,False,False,1.0,8.6847
03_frozen_legacy_comparison,chat-057-known,holdout,known_lexical,Jemandem möchte ich eine kleine Freude machen.,chat-057,chat-057,True,False,False,1.0,9.1214
03_frozen_legacy_comparison,chat-058-known,holdout,known_lexical,Heute hat ein Freund Geburtstag.,chat-058,chat-058,True,False,False,1.0000000000000004,8.534
03_frozen_legacy_comparison,chat-059-known,holdout,known_lexical,Neu in der Nachbarschaft kenne ich noch niemanden.,chat-059,chat-059,True,False,False,0.9255592247963156,8.9319
03_frozen_legacy_comparison,chat-060-known,holdout,known_lexical,Auf ein Wiedersehen mit alten Freunden freue ich mich.,chat-060,chat-060,True,False,False,1.0000000000000002,9.0654
03_frozen_legacy_comparison,chat-065-known,holdout,known_lexical,Das Licht am frühen Abend mag ich.,chat-065,chat-065,True,False,False,0.9999999999999999,9.1288
03_frozen_legacy_comparison,chat-066-known,holdout,known_lexical,Gerade singen Vögel vor meinem Fenster.,chat-066,chat-066,True,False,False,1.0000000000000002,8.7304
03_frozen_legacy_comparison,chat-067-known,holdout,known_lexical,Heute ist in meiner Straße ungewöhnlich viel los.,chat-067,chat-067,True,False,False,1.0000000000000004,8.8304
03_frozen_legacy_comparison,chat-068-known,holdout,known_lexical,Auf dem Heimweg habe ich einen schönen Baum entdeckt.,chat-068,chat-068,True,False,False,1.0000000000000002,9.0622
03_frozen_legacy_comparison,chat-069-known,holdout,known_lexical,Gerade sitze ich gemütlich am Fenster.,chat-069,chat-069,True,False,False,1.0000000000000002,8.6545
03_frozen_legacy_comparison,chat-070-known,holdout,known_lexical,Draußen riecht es nach dem Regen besonders frisch.,chat-070,chat-070,True,False,False,0.9999999999999998,8.9959
03_frozen_legacy_comparison,chat-075-known,holdout,known_lexical,Gut geworden ist mein selbst gebackenes Brot.,chat-075,chat-075,True,False,False,0.9999999999999998,8.466
03_frozen_legacy_comparison,chat-076-known,holdout,known_lexical,Beim Kochen habe ich das Salz vergessen.,chat-076,chat-076,True,False,False,1.0000000000000004,9.2142
03_frozen_legacy_comparison,chat-077-known,holdout,known_lexical,Abends trinke ich gern eine Tasse Tee.,chat-077,chat-077,True,False,False,0.9999999999999998,8.6644
03_frozen_legacy_comparison,chat-078-known,holdout,known_lexical,Am Wochenende möchte ich mit Freunden brunchen.,chat-078,chat-078,True,False,False,1.0000000000000002,9.2276
03_frozen_legacy_comparison,chat-079-known,holdout,known_lexical,Heute habe ich ein neues Gericht zum ersten Mal probiert.,chat-079,chat-079,True,False,False,1.0000000000000002,8.577
03_frozen_legacy_comparison,chat-080-known,holdout,known_lexical,Selten nehme ich mir Zeit für ein richtiges Frühstück.,chat-080,chat-080,True,False,False,1.0,9.1029
03_frozen_legacy_comparison,chat-085-known,holdout,known_lexical,Bitte kannst du dich etwas kürzer fassen?,chat-085,chat-085,True,False,False,0.9999999999999998,8.5526
03_frozen_legacy_comparison,chat-086-known,holdout,known_lexical,Dazu möchte ich lieber keine Ratschläge.,chat-086,chat-086,True,False,False,0.9999999999999998,9.1183
03_frozen_legacy_comparison,chat-087-known,holdout,known_lexical,Frag mich bitte nicht so viel auf einmal.,chat-087,chat-087,True,False,False,1.0000000000000004,8.4637
03_frozen_legacy_comparison,chat-088-known,holdout,known_lexical,Anders habe ich das gemeint.,chat-088,chat-088,True,False,False,1.0000000000000004,8.9297
03_frozen_legacy_comparison,chat-089-known,holdout,known_lexical,Da hast du mich richtig verstanden.,chat-089,chat-089,True,False,False,0.9999999999999999,8.5306
03_frozen_legacy_comparison,chat-090-known,holdout,known_lexical,"Kurz brauche ich Zeit, um darüber nachzudenken.",chat-090,chat-090,True,False,False,0.9999999999999998,8.9053
03_frozen_legacy_comparison,chat-095-known,holdout,known_lexical,Über einen kleinen Fehler ärgere ich mich.,chat-095,chat-095,True,False,False,1.0000000000000004,8.3758
03_frozen_legacy_comparison,chat-096-known,holdout,known_lexical,Zu oft vergleiche ich mich mit anderen.,chat-096,chat-096,True,False,False,1.0000000000000004,8.9627
03_frozen_legacy_comparison,chat-097-known,holdout,known_lexical,"Meine Meinung zu sagen, traue ich mich noch nicht.",chat-097,chat-097,True,False,False,1.0000000000000002,8.7454
03_frozen_legacy_comparison,chat-098-known,holdout,known_lexical,"Weil mein Plan nicht geklappt hat, bin ich enttäuscht.",chat-098,chat-098,True,False,False,1.0000000000000002,8.6324
03_frozen_legacy_comparison,chat-099-known,holdout,known_lexical,Gerade wächst mir alles ein bisschen über den Kopf.,chat-099,chat-099,True,False,False,1.0000000000000002,8.8267
03_frozen_legacy_comparison,chat-100-known,holdout,known_lexical,Heute wünsche ich mir einfach etwas Zuspruch.,chat-100,chat-100,True,False,False,1.0,8.5514
03_frozen_legacy_comparison,chat-105-known,holdout,known_lexical,Heute hat mich eine alte Erinnerung zum Lächeln gebracht.,chat-105,chat-105,True,False,False,0.9999999999999999,9.5247
03_frozen_legacy_comparison,chat-106-known,holdout,known_lexical,Ein lange gesuchtes Foto habe ich wiedergefunden.,chat-106,chat-106,True,False,False,1.0000000000000004,8.6677
03_frozen_legacy_comparison,chat-107-known,holdout,known_lexical,Heute habe ich jemandem helfen können.,chat-107,chat-107,True,False,False,1.0,9.1173
03_frozen_legacy_comparison,chat-108-known,holdout,known_lexical,Über ein unerwartetes Kompliment freue ich mich.,chat-108,chat-108,True,False,False,1.0000000000000004,8.5149
03_frozen_legacy_comparison,chat-109-known,holdout,known_lexical,"Etwas geschafft habe ich, das ich mir früher nicht zugetraut hätte.",chat-109,chat-109,True,False,False,1.0,8.9445
03_frozen_legacy_comparison,chat-110-known,holdout,known_lexical,Einen schönen Moment möchte ich festhalten.,chat-110,chat-110,True,False,False,1.0000000000000002,8.8592
03_frozen_legacy_comparison,chat-115-known,holdout,known_lexical,Gerade fällt mir nichts mehr ein.,chat-115,chat-115,True,False,False,1.0000000000000002,8.6392
03_frozen_legacy_comparison,chat-116-known,holdout,known_lexical,Kannst du eine einfache Frage an mich stellen?,chat-116,chat-116,True,False,False,1.0,8.5738
03_frozen_legacy_comparison,chat-117-known,holdout,known_lexical,Ein bisschen plaudern möchte ich einfach.,chat-117,chat-117,True,False,False,1.0000000000000002,8.9828
03_frozen_legacy_comparison,chat-118-known,holdout,known_lexical,"Einen Moment bitte, ich bin kurz abgelenkt.",chat-118,chat-118,True,False,False,1.0000000000000002,8.4789
03_frozen_legacy_comparison,chat-119-known,holdout,known_lexical,Für heute möchte ich das Gespräch beenden.,chat-119,chat-119,True,False,False,1.0,8.822
03_frozen_legacy_comparison,chat-120-known,holdout,known_lexical,Tschüss und bis bald.,chat-120,chat-120,True,False,False,0.7318865295973744,8.5233
03_frozen_legacy_comparison,holdout-unknown-1,holdout,unknown_same_topic,"Guten Morgen, wie hoch ist mein Kontostand?",,chat-037,False,False,True,0.42802524542841724,8.9851
03_frozen_legacy_comparison,holdout-unknown-2,holdout,unknown_same_topic,"Ich bin müde, welches Medikament muss ich einnehmen?",,chat-012,False,False,True,0.403509635315899,8.5173
