feature_mode,dimensions,case_id,group,prompt,expected_id,selected_id,ranked_first_id,correct,ranked_correct,abstained,input_rejected,top_score,expected_score,answer,error
raw_bytes,256,q21,known,Sind Python-Listen veränderbar und geordnet?,f21,f13,f13,False,False,False,False,0.5816285198100509,0.4244900537814198,Wale gehören zu den Säugetieren und atmen Luft.,
raw_bytes,256,q22,known,Was bedeutet aufsteigende Sortierung bei Zahlen?,f22,f25,f25,False,False,False,False,0.7144428736621241,0.5924374743559522,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,256,q23,known,Wie hilft eine kryptografische Prüfsumme bei Veränderungen der Daten?,f23,f16,f16,False,False,False,False,0.5503718145134592,0.3138895638421172,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,256,q24,known,Was speichert ein Kondensator?,f24,f31,f31,False,False,False,False,0.7200371660698908,0.3987572930704621,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,256,q25,known,Welche Einheit hat der elektrische Widerstand?,f25,f32,f32,False,False,False,False,0.6426004909788683,0.6412172209986892,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,q26,known,In welcher Einheit misst man elektrische Stromstärke?,f26,f27,f27,False,False,False,False,0.5819529904327669,0.450530022150727,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,q27,known,Welche Einheit verwendet man für elektrische Spannung?,f27,f05,f05,False,False,False,False,0.5807781599387761,0.552661309339081,Reines Wasser siedet bei Normaldruck bei hundert Grad Celsius.,
raw_bytes,256,q28,known,Was schwingt im Inneren einer Flöte?,f28,p07,p07,False,False,False,False,0.7044116362956832,0.37580078186772076,Maler gestalten farbige Bilder.,
raw_bytes,256,q29,known,Wie erzeugen gestrichene Saiten einer Geige Schall?,f29,f27,f27,False,False,False,False,0.7134961629449343,0.5259334948641436,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,q30,known,Welche Größe misst man in Kilogramm?,f30,f14,f14,False,False,False,False,0.5470761613332153,0.47591880623642047,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,256,q31,known,Welche Größe wird in Meter angegeben?,f31,f04,f04,False,False,False,False,0.49967426154814976,0.403252849590729,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,256,q32,known,Welche Größe hat die SI-Einheit Sekunde?,f32,f14,f14,False,False,False,False,0.5516593734005334,0.42926865670068604,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,256,n01,null,Wer gewann gestern die Wahl in Atlantis?,,f32,f32,False,False,False,False,0.781283648741079,,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,n02,null,Was ist mein persönliches Bankpasswort?,,f01,f01,False,False,False,False,0.6052806904976265,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,256,n03,null,Nenne das geheime Rezept der Firma Wolkentrank.,,f27,f27,False,False,False,False,0.6628738758114139,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,n04,null,Wie heißt die Hauptstadt Brasiliens?,,f01,f01,False,False,False,False,0.7477115864956304,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,256,n05,null,Welche Spannung benötigt das Gerät ZXQ-987?,,f27,f27,False,False,False,False,0.5174798884914842,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,n06,null,Welcher Oktopus lebt in meinem Aquarium?,,p07,p07,False,False,False,False,0.7604366321701299,,Maler gestalten farbige Bilder.,
raw_bytes,256,n07,null,Wie viel kostet morgen ein Kilogramm Gold?,,f01,f01,False,False,False,False,0.714038236063087,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,256,n08,null,,,,f01,True,False,True,True,0.0,,,Prompt must contain text
raw_bytes,256,n09,null,zxqv jjjzz 983742095,,p06,p06,False,False,False,False,0.5371957324601031,,Kraftstoff versorgt Verbrennungsmotoren.,
raw_bytes,256,n10,null,Erfinde ein bislang unbekanntes mathematisches Theorem mit Beweis.,,f20,f20,False,False,False,False,0.6392788429137537,,UTF-8 kodiert Unicode-Zeichen als Folgen von einem bis vier Bytes.,
raw_bytes,256,s01,semantic_no_overlap,Welches Haustier sollte täglich spazieren gehen?,p01,f27,f27,False,False,False,False,0.5626454054297181,0.42216085018850436,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,256,s02,semantic_no_overlap,Wer diagnostiziert Leiden bei Patienten?,p02,f32,f32,False,False,False,False,0.7174667185470787,0.5335668550454322,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,s03,semantic_no_overlap,Welche Berufsgruppe steuert Wasserfahrzeuge?,p03,f14,f14,False,False,False,False,0.6335811467169745,0.2617370695661395,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,256,s04,semantic_no_overlap,Womit hält man sich an frostigen Tagen warm?,p04,f32,f32,False,False,False,False,0.6998074208557234,0.45057521668931744,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,256,s05,semantic_no_overlap,Was hilft dem Organismus beim nächtlichen Regenerieren?,p05,f30,f30,False,False,False,False,0.6294854765725557,0.2428259896627353,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,256,s06,semantic_no_overlap,Was tankt ein benzinbetriebenes Auto?,p06,p02,p02,False,False,False,False,0.7482935022923085,0.5176333972928361,Mediziner untersuchen erkrankte Personen.,
raw_bytes,256,s07,semantic_no_overlap,Welche Künstler erschaffen Gemälde?,p07,p05,p05,False,False,False,False,0.5898438714150059,0.48438293241034347,Schlaf fördert körperliche Erholung.,
raw_bytes,256,s08,semantic_no_overlap,Wer löscht lodernde Flammen?,p08,f11,f11,False,False,False,False,0.6465985179625089,0.2184885865926609,Ein Oktopus besitzt acht Arme.,
raw_bytes,1024,q01,known,Wie heißt die Hauptstadt Frankreichs?,f01,f01,f01,True,True,False,False,0.6772473887093018,0.6772473887093018,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,q02,known,Welche Hauptstadt hat Japan?,f02,f12,f12,False,False,False,False,0.7944607627712886,0.48845529644219576,Spinnen besitzen acht Beine.,
raw_bytes,1024,q03,known,Welche Stadt ist Italiens Hauptstadt?,f03,f12,f12,False,False,False,False,0.6391413877366061,0.4652025239312585,Spinnen besitzen acht Beine.,
raw_bytes,1024,q04,known,Bei welcher Temperatur gefriert reines Wasser bei Normaldruck?,f04,f25,f25,False,False,False,False,0.653404103689172,0.6332199571029018,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,1024,q05,known,Bei wie viel Grad siedet Wasser unter Normaldruck?,f05,f30,f30,False,False,False,False,0.7029199269888777,0.5901242234378515,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,1024,q06,known,Wie lange benötigt die Erde für einen Umlauf um die Sonne?,f06,f29,f29,False,False,False,False,0.520772501293953,0.5093336842106833,Bei einer Geige regen gestrichene Saiten den schallabstrahlenden Korpus an.,
raw_bytes,1024,q07,known,Wie viele Tage dauert ein Umlauf des Mondes relativ zu Sternen?,f07,f07,f07,True,True,False,False,0.6841307309081722,0.6841307309081722,"Ein Umlauf des Mondes relativ zu den Sternen dauert ungefähr 27,3 Tage.",
raw_bytes,1024,q08,known,Was geschieht bei der Photosynthese von Pflanzen?,f08,f30,f30,False,False,False,False,0.7324873659781975,0.5220338397087868,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,1024,q09,known,Welche Funktion erfüllen Mitochondrien in Zellen?,f09,f25,f25,False,False,False,False,0.5987012427391014,0.29759513260523573,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,1024,q10,known,Welche Rolle spielen Bienen für die Bestäubung?,f10,f10,f10,True,True,False,False,0.5987225555350122,0.5987225555350122,Bienen unterstützen die Bestäubung zahlreicher Blütenpflanzen.,
raw_bytes,1024,q11,known,Wie viele Arme besitzt ein Oktopus?,f11,f01,f01,False,False,False,False,0.7254464527882305,0.5012382212078772,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,q12,known,Wie viele Beine besitzen Spinnen?,f12,f27,f27,False,False,False,False,0.7281732682387303,0.49993319609810505,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q13,known,Sind Wale Säugetiere?,f13,f31,f31,False,False,False,False,0.5343728673162493,0.23665462597237003,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,1024,q14,known,Leitet Kupfer elektrischen Strom?,f14,f14,f14,True,True,False,False,0.8353302203940769,0.8353302203940769,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,q15,known,Warum kann Fensterglas unter Belastung brechen?,f15,f27,f27,False,False,False,False,0.605474238808956,0.41762353528749996,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q16,known,In welche Anteile zerlegt eine Fourierreihe periodische Funktionen?,f16,f16,f16,True,True,False,False,0.7064440509224676,0.7064440509224676,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,1024,q17,known,Wie entsteht Interferenz zwischen Wellen?,f17,f27,f27,False,False,False,False,0.6933833000535894,0.38295338820229413,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q18,known,Wie berechnet man die Wellenlänge aus Frequenz und Geschwindigkeit?,f18,f04,f04,False,False,False,False,0.6481677100835328,0.4315722897830526,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,1024,q19,known,Was berechnet der FFT-Algorithmus?,f19,f31,f31,False,False,False,False,0.7860642688011954,0.4503967408911317,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,1024,q20,known,Wie kodiert UTF-8 Unicode-Zeichen?,f20,f01,f01,False,False,False,False,0.6974843101634767,0.5064379712422271,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,q21,known,Sind Python-Listen veränderbar und geordnet?,f21,f13,f13,False,False,False,False,0.581628519810051,0.4244900537814198,Wale gehören zu den Säugetieren und atmen Luft.,
raw_bytes,1024,q22,known,Was bedeutet aufsteigende Sortierung bei Zahlen?,f22,f25,f25,False,False,False,False,0.7144428736621242,0.5924374743559524,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,1024,q23,known,Wie hilft eine kryptografische Prüfsumme bei Veränderungen der Daten?,f23,f16,f16,False,False,False,False,0.5503718145134593,0.3138895638421172,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,1024,q24,known,Was speichert ein Kondensator?,f24,f31,f31,False,False,False,False,0.7200371660698909,0.39875729307046204,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,1024,q25,known,Welche Einheit hat der elektrische Widerstand?,f25,f32,f32,False,False,False,False,0.6426004909788683,0.6412172209986892,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,q26,known,In welcher Einheit misst man elektrische Stromstärke?,f26,f27,f27,False,False,False,False,0.5819529904327669,0.45053002215072707,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q27,known,Welche Einheit verwendet man für elektrische Spannung?,f27,f05,f05,False,False,False,False,0.5807781599387761,0.5526613093390809,Reines Wasser siedet bei Normaldruck bei hundert Grad Celsius.,
raw_bytes,1024,q28,known,Was schwingt im Inneren einer Flöte?,f28,p07,p07,False,False,False,False,0.7044116362956833,0.3758007818677207,Maler gestalten farbige Bilder.,
raw_bytes,1024,q29,known,Wie erzeugen gestrichene Saiten einer Geige Schall?,f29,f27,f27,False,False,False,False,0.7134961629449343,0.5259334948641438,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,q30,known,Welche Größe misst man in Kilogramm?,f30,f14,f14,False,False,False,False,0.5470761613332153,0.47591880623642047,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,q31,known,Welche Größe wird in Meter angegeben?,f31,f04,f04,False,False,False,False,0.4996742615481498,0.40325284959072893,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,1024,q32,known,Welche Größe hat die SI-Einheit Sekunde?,f32,f14,f14,False,False,False,False,0.5516593734005333,0.42926865670068604,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,n01,null,Wer gewann gestern die Wahl in Atlantis?,,f32,f32,False,False,False,False,0.7812836487410789,,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,n02,null,Was ist mein persönliches Bankpasswort?,,f01,f01,False,False,False,False,0.6052806904976267,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,n03,null,Nenne das geheime Rezept der Firma Wolkentrank.,,f27,f27,False,False,False,False,0.6628738758114139,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,n04,null,Wie heißt die Hauptstadt Brasiliens?,,f01,f01,False,False,False,False,0.7477115864956304,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,n05,null,Welche Spannung benötigt das Gerät ZXQ-987?,,f27,f27,False,False,False,False,0.5174798884914842,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,n06,null,Welcher Oktopus lebt in meinem Aquarium?,,p07,p07,False,False,False,False,0.7604366321701299,,Maler gestalten farbige Bilder.,
raw_bytes,1024,n07,null,Wie viel kostet morgen ein Kilogramm Gold?,,f01,f01,False,False,False,False,0.714038236063087,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,1024,n08,null,,,,f01,True,False,True,True,0.0,,,Prompt must contain text
raw_bytes,1024,n09,null,zxqv jjjzz 983742095,,p06,p06,False,False,False,False,0.5371957324601031,,Kraftstoff versorgt Verbrennungsmotoren.,
raw_bytes,1024,n10,null,Erfinde ein bislang unbekanntes mathematisches Theorem mit Beweis.,,f20,f20,False,False,False,False,0.6392788429137537,,UTF-8 kodiert Unicode-Zeichen als Folgen von einem bis vier Bytes.,
raw_bytes,1024,s01,semantic_no_overlap,Welches Haustier sollte täglich spazieren gehen?,p01,f27,f27,False,False,False,False,0.5626454054297181,0.42216085018850436,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,1024,s02,semantic_no_overlap,Wer diagnostiziert Leiden bei Patienten?,p02,f32,f32,False,False,False,False,0.7174667185470787,0.5335668550454321,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,s03,semantic_no_overlap,Welche Berufsgruppe steuert Wasserfahrzeuge?,p03,f14,f14,False,False,False,False,0.6335811467169747,0.26173706956613946,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,1024,s04,semantic_no_overlap,Womit hält man sich an frostigen Tagen warm?,p04,f32,f32,False,False,False,False,0.6998074208557237,0.45057521668931744,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,1024,s05,semantic_no_overlap,Was hilft dem Organismus beim nächtlichen Regenerieren?,p05,f30,f30,False,False,False,False,0.6294854765725557,0.24282598966273528,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,1024,s06,semantic_no_overlap,Was tankt ein benzinbetriebenes Auto?,p06,p02,p02,False,False,False,False,0.7482935022923085,0.517633397292836,Mediziner untersuchen erkrankte Personen.,
raw_bytes,1024,s07,semantic_no_overlap,Welche Künstler erschaffen Gemälde?,p07,p05,p05,False,False,False,False,0.5898438714150058,0.48438293241034347,Schlaf fördert körperliche Erholung.,
raw_bytes,1024,s08,semantic_no_overlap,Wer löscht lodernde Flammen?,p08,f11,f11,False,False,False,False,0.6465985179625089,0.21848858659266096,Ein Oktopus besitzt acht Arme.,
raw_bytes,4096,q01,known,Wie heißt die Hauptstadt Frankreichs?,f01,f01,f01,True,True,False,False,0.6772473887093017,0.6772473887093017,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,q02,known,Welche Hauptstadt hat Japan?,f02,f12,f12,False,False,False,False,0.7944607627712885,0.4884552964421957,Spinnen besitzen acht Beine.,
raw_bytes,4096,q03,known,Welche Stadt ist Italiens Hauptstadt?,f03,f12,f12,False,False,False,False,0.6391413877366061,0.4652025239312585,Spinnen besitzen acht Beine.,
raw_bytes,4096,q04,known,Bei welcher Temperatur gefriert reines Wasser bei Normaldruck?,f04,f25,f25,False,False,False,False,0.6534041036891721,0.6332199571029018,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,4096,q05,known,Bei wie viel Grad siedet Wasser unter Normaldruck?,f05,f30,f30,False,False,False,False,0.7029199269888777,0.5901242234378516,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,4096,q06,known,Wie lange benötigt die Erde für einen Umlauf um die Sonne?,f06,f29,f29,False,False,False,False,0.520772501293953,0.5093336842106833,Bei einer Geige regen gestrichene Saiten den schallabstrahlenden Korpus an.,
raw_bytes,4096,q07,known,Wie viele Tage dauert ein Umlauf des Mondes relativ zu Sternen?,f07,f07,f07,True,True,False,False,0.6841307309081722,0.6841307309081722,"Ein Umlauf des Mondes relativ zu den Sternen dauert ungefähr 27,3 Tage.",
raw_bytes,4096,q08,known,Was geschieht bei der Photosynthese von Pflanzen?,f08,f30,f30,False,False,False,False,0.7324873659781975,0.5220338397087868,Das Kilogramm ist die SI-Einheit der Masse.,
raw_bytes,4096,q09,known,Welche Funktion erfüllen Mitochondrien in Zellen?,f09,f25,f25,False,False,False,False,0.5987012427391014,0.29759513260523573,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,4096,q10,known,Welche Rolle spielen Bienen für die Bestäubung?,f10,f10,f10,True,True,False,False,0.5987225555350122,0.5987225555350122,Bienen unterstützen die Bestäubung zahlreicher Blütenpflanzen.,
raw_bytes,4096,q11,known,Wie viele Arme besitzt ein Oktopus?,f11,f01,f01,False,False,False,False,0.7254464527882305,0.5012382212078773,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,q12,known,Wie viele Beine besitzen Spinnen?,f12,f27,f27,False,False,False,False,0.7281732682387302,0.4999331960981051,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q13,known,Sind Wale Säugetiere?,f13,f31,f31,False,False,False,False,0.5343728673162496,0.23665462597237003,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,4096,q14,known,Leitet Kupfer elektrischen Strom?,f14,f14,f14,True,True,False,False,0.8353302203940769,0.8353302203940769,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,4096,q15,known,Warum kann Fensterglas unter Belastung brechen?,f15,f27,f27,False,False,False,False,0.605474238808956,0.41762353528749996,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q16,known,In welche Anteile zerlegt eine Fourierreihe periodische Funktionen?,f16,f16,f16,True,True,False,False,0.7064440509224678,0.7064440509224678,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,4096,q17,known,Wie entsteht Interferenz zwischen Wellen?,f17,f27,f27,False,False,False,False,0.6933833000535894,0.38295338820229413,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q18,known,Wie berechnet man die Wellenlänge aus Frequenz und Geschwindigkeit?,f18,f04,f04,False,False,False,False,0.6481677100835328,0.4315722897830526,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,4096,q19,known,Was berechnet der FFT-Algorithmus?,f19,f31,f31,False,False,False,False,0.7860642688011955,0.4503967408911317,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,4096,q20,known,Wie kodiert UTF-8 Unicode-Zeichen?,f20,f01,f01,False,False,False,False,0.6974843101634768,0.5064379712422273,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,q21,known,Sind Python-Listen veränderbar und geordnet?,f21,f13,f13,False,False,False,False,0.581628519810051,0.4244900537814198,Wale gehören zu den Säugetieren und atmen Luft.,
raw_bytes,4096,q22,known,Was bedeutet aufsteigende Sortierung bei Zahlen?,f22,f25,f25,False,False,False,False,0.7144428736621241,0.5924374743559523,Der elektrische Widerstand wird in Ohm gemessen.,
raw_bytes,4096,q23,known,Wie hilft eine kryptografische Prüfsumme bei Veränderungen der Daten?,f23,f16,f16,False,False,False,False,0.5503718145134593,0.3138895638421172,Eine Fourierreihe zerlegt eine periodische Funktion in Sinus- und Kosinusanteile.,
raw_bytes,4096,q24,known,Was speichert ein Kondensator?,f24,f31,f31,False,False,False,False,0.7200371660698908,0.39875729307046204,Der Meter ist die SI-Einheit der Länge.,
raw_bytes,4096,q25,known,Welche Einheit hat der elektrische Widerstand?,f25,f32,f32,False,False,False,False,0.6426004909788683,0.6412172209986893,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,4096,q26,known,In welcher Einheit misst man elektrische Stromstärke?,f26,f27,f27,False,False,False,False,0.5819529904327669,0.4505300221507271,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q27,known,Welche Einheit verwendet man für elektrische Spannung?,f27,f05,f05,False,False,False,False,0.5807781599387762,0.5526613093390809,Reines Wasser siedet bei Normaldruck bei hundert Grad Celsius.,
raw_bytes,4096,q28,known,Was schwingt im Inneren einer Flöte?,f28,p07,p07,False,False,False,False,0.7044116362956833,0.3758007818677207,Maler gestalten farbige Bilder.,
raw_bytes,4096,q29,known,Wie erzeugen gestrichene Saiten einer Geige Schall?,f29,f27,f27,False,False,False,False,0.7134961629449343,0.5259334948641439,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,q30,known,Welche Größe misst man in Kilogramm?,f30,f14,f14,False,False,False,False,0.5470761613332153,0.47591880623642047,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,4096,q31,known,Welche Größe wird in Meter angegeben?,f31,f04,f04,False,False,False,False,0.49967426154814976,0.4032528495907288,Reines Wasser gefriert bei Normaldruck bei null Grad Celsius.,
raw_bytes,4096,q32,known,Welche Größe hat die SI-Einheit Sekunde?,f32,f14,f14,False,False,False,False,0.5516593734005333,0.42926865670068604,Kupfer leitet elektrischen Strom sehr gut.,
raw_bytes,4096,n01,null,Wer gewann gestern die Wahl in Atlantis?,,f32,f32,False,False,False,False,0.781283648741079,,Die Sekunde ist die SI-Einheit der Zeit.,
raw_bytes,4096,n02,null,Was ist mein persönliches Bankpasswort?,,f01,f01,False,False,False,False,0.6052806904976266,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,n03,null,Nenne das geheime Rezept der Firma Wolkentrank.,,f27,f27,False,False,False,False,0.6628738758114139,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,n04,null,Wie heißt die Hauptstadt Brasiliens?,,f01,f01,False,False,False,False,0.7477115864956305,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,n05,null,Welche Spannung benötigt das Gerät ZXQ-987?,,f27,f27,False,False,False,False,0.5174798884914842,,Die elektrische Spannung wird in Volt gemessen.,
raw_bytes,4096,n06,null,Welcher Oktopus lebt in meinem Aquarium?,,p07,p07,False,False,False,False,0.7604366321701301,,Maler gestalten farbige Bilder.,
raw_bytes,4096,n07,null,Wie viel kostet morgen ein Kilogramm Gold?,,f01,f01,False,False,False,False,0.714038236063087,,Die Hauptstadt Frankreichs ist Paris.,
raw_bytes,4096,n08,null,,,,f01,True,False,True,True,0.0,,,Prompt must contain text
raw_bytes,4096,n09,null,zxqv jjjzz 983742095,,p06,p06,False,False,False,False,0.5371957324601031,,Kraftstoff versorgt Verbrennungsmotoren.,
raw_bytes,4096,n10,null,Erfinde ein bislang unbekanntes mathematisches Theorem mit Beweis.,,f20,f20,False,False,False,False,0.6392788429137537,,UTF-8 kodiert Unicode-Zeichen als Folgen von einem bis vier Bytes.,
raw_bytes,4096,s01,semantic_no_overlap,Welches Haustier sollte täglich spazieren gehen?,p01,f27,f27,False,False,False,False,0.5626454054297181,0.42216085018850436,Die elektrische Spannung wird in Volt gemessen.,
